Anomalies Count,Anomaly Threshold,Correlation between Time and Values,Key Anomalies
37,4393.573863280823,-0.3734245307629762,"{'x': 30.0, 'y': 4486.0}"
37,4393.573863280823,-0.3734245307629762,"{'x': 31.0, 'y': 4667.0}"
37,4393.573863280823,-0.3734245307629762,"{'x': 32.0, 'y': 4899.0}"
37,4393.573863280823,-0.3734245307629762,"{'x': 33.0, 'y': 5102.0}"
37,4393.573863280823,-0.3734245307629762,"{'x': 34.0, 'y': 5257.0}"
